F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
-0.5883,2342.22,1936.32,7697.56,5.16,9350.07,-2.078,-1080.44,3133.92,34.974,-89823.81,6.174,12.292,1,-3.96,-2.327,0.6804,-5.9728,-7.69,1,39.15,True
-0.9783,3059.22,2384.82,8038.32,5.16,-545.79,-1.8369,-1345.2,3580.05,37.14572,-90048.192,1.0328,5.765,1,-4.33,-0.41329,1.2844,-5.5204,-6.2476,0,,True
-3.528,3688.42,2090.22,8484.52,5.16,8469.21,-1.8567,-1359.26,3320.25,37.699,-90108.99,2.424,7.651,1,-2.189,-1.635,3.624,-6.542,-5.7988,1,38.1,True
-1.4322,2957.72,1917.42,7936.68,2.16,9101.79,-3.128,-1439.32,3474.35,36.5194,-90077.553,2.1244,6.71,1,-1.9083,-2.399,5.438,-4.48418,-8.188,0,33.33,False
-1.2378,2737.92,2107.92,11938.92,2.16,8932.26,-1.9921,-1272.02,2987.55,41.118,-89892.9,2.2354,12.103,0,-1.4235,-2.573,3.342,-5.819,-11.996,0,,True
-1.0626,2675.12,3873.12,8227.12,5.16,8699.01,-2.1305,-836.84,2897.05,56.61,-90078.141,1.018,13.827,0,-2.51,-1.1189,0.6476,-4.7656,-8.638,0,,True
-0.684,2216.12,2149.62,10720.92,2.16,9110.55,-1.64979,-1118.44,3018.55,41.394,-90040.434,2.582,23.5,0,-1.4936,-1.448,1.2588,-4.9402,-6.6284,1,,True
-0.069237,2496.52,1805.37,7275.52,2.16,9346.53,-3.183,-1193.04,2994.45,40.054,-90746.73,1.5294,9,0,-1.8543,-0.7489,0.711,-8.666,-8.014,0,,False
-0.3906,2704.92,1448.07,8347.32,2.16,9375.78,-3.686,-1322.14,3078.75,40.974,-90067.77,1.4742,7.33,0,-2.566,-2.23,0.9404,-8.966,-7.5692,1,36.24,True
-0.4011,2919.03,1370.04,12292.92,2.16,8280.51,-2.5245,-1436.28,3314.05,42.084,-89084.73,4.302,10.182,1,-1.4774,-0.42574,5.618,-4.8206,-10.346,0,37.32,True
-0.4239,2887.24,1888.62,8241.52,5.16,8452.41,-4.103,-1131.44,3842.95,13.6,-82935.33,0.49162,24.34,1,-2.0457,-1.641,1.2622,-6.386,-6.8394,1,,True
-1.146,2920.36,1430.31,7653.98,2.16,9386.46,-2.588,-1439.82,3492.55,34.98,-89994.66,1.2534,5.679,1,-2.636,-0.8945,4.07,-6.72,-5.889,0,34.86,False
-6.006,2440.12,1715.31,7864.26,5.16,9361.71,-3.511,-1460.78,2902.25,37.6264,-90101.34,0.7244,59.88,0,-3.732,-2.273,1.2122,-11.502,-7.2326,0,38.94,False
-1.2789,2688.72,1524.27,7145.72,2.16,9376.41,-2.4401,-1387.06,3071.55,56.412,-90092.58,1.1416,10.799,0,-1.4403,-0.4857,4.636,-7.786,-8.128,0,,False
-3.249,2932.52,4282.32,8371.12,2.16,8561.91,-2.982,-1223.04,3771.15,39.072,-90096.87,0.786,7.013,1,-2.554,-1.466,0.7738,-4.7126,-7.147,0,,True
-0.8676,2733.01,1363.02,7832.662,2.16,9303.78,-2.745,-1375.9,3031.95,48.104,-90026.877,1.7774,6.817,0,-4.845,-3.128,2.89,-4.9558,-11.804,0,,False
-2.7735,2794.58,1621.17,7934.38,5.16,8849.91,-1.7251,1234.96,3201.325,46.152,-90065.886,3.176,24.69,0,-2.7,-2.967,0.36992,-11.774,-6.2352,0,,True
-0.20283,2635.12,2716.32,8157.92,5.16,10482.81,-3.221,-1752.84,3278.14,27.386,-90009.24,3.588,55.82,1,-4.034,-0.7576,1.0646,-5.112,-6.3642,1,35.61,True
-0.4875,3072.02,1469.13,8264.72,5.16,6293.61,-1.7532,-1007.84,3347.35,23.736,-90122.16,3.094,13.592,1,-2.463,-0.7338,0.8172,-7.156,-8.386,1,31.08,False
-1.6053,2481.22,1663.08,7406.72,5.16,6584.91,-3.652,-1105.84,3195.22,49.41,-89673.93,3.254,17.13,0,-2.1219,-0.7434,1.4802,-8.722,-5.9478,0,,True
-0.7251,2388.12,5089.92,7469.72,2.16,8450.01,-3.765,-1039.44,2625.25,38.9398,-89963.73,0.7834,7.558,0,-1.5215,-1.0066,0.9942,-4.618,-6.9576,0,31.29,False
-2.1171,3380.12,1524.63,7747.4,2.16,7360.11,-1.6738,-1383.34,3320.85,46.272,-90066.36,1.751,26.83,1,-2.303,-0.6689,6.088,-7.566,-5.8044,0,35.49,False
-3.591,-1474.88,3476.52,8099.12,5.16,9662.91,-2.3149,-1589.66,3203.426,42.088,-90073.302,6.406,12.109,0,-1.8519,-0.9528,0.7104,-4.8764,-5.7088,0,35.37,False
-0.10395,-534.88,2833.32,7507.72,2.16,-5207.79,-1.886,-1060.84,3137.23,52.518,-89895.39,4.012,8.543,0,-1.7323,-0.40724,1.3738,-5.161,-5.73976,1,,False
-5.211,2407.22,1600.065,7253.72,5.16,9335.52,-2.0011,-1309.12,3139.06,43.79,-92766.93,4.26,44.82,0,-1.6445,-1.923,1.395,-6.2322,-7.1716,0,,False
-0.13287,2936.72,1804.71,8376.32,2.16,8266.11,-2.0043,-1386.12,3375.95,24.952,-90077.016,1.6608,20.08,1,-2.626,-1.0966,4.796,-8.778,-7.0564,0,35.49,True
-0.6558,2814.39,2382.72,8217.72,5.16,10761.51,-2.3546,-1718.64,3445.15,39.474,-90030.591,1.6452,56.13,0,-1.8555,-0.5073,0.94,-4.7294,-5.7988,0,,False
-0.5838,2704.42,1317.93,7482.12,2.16,9646.71,-1.60502,-1311.1,3134.69,48.762,-90034.65,2.362,5.476,0,-3.166,-0.5629,1.6478,-8.194,-8.61,0,33.99,False
-1.3887,3112.62,2227.62,8270.12,5.16,4542.21,-2.3353,-758.44,3324.15,36.935,-90015.09,2.2842,17.19,0,-2.683,-0.5435,0.5128,-5.7888,-6.3136,0,,True
-0.08193,-167.88,1452.39,7714.48,5.16,11126.01,-2.0999,-1135.04,3127.29,21.13,-89532.93,2.818,19.85,1,-1.6835,-0.43859,0.6274,-5.5708,-5.74772,1,29.88,False
-2.6592,2702.72,2233.32,7419.32,2.16,9200.1453,-1.63789,-1437.28,3245.35,38.855,-90000.24,3.988,12.614,0,-2.1329,-1.0491,4.116,-6.2032,-8.95,0,37.83,False
-0.15582,1373.12,1891.62,7762.08,2.16,8937.72,-1.7533,-1292.88,3143.68,43.898,-90267.54,3.106,9.807,0,-3.174,-2.632,2.71,-6.844,-5.8934,0,29.46,False
-0.861,2922.63,2573.52,8531.52,5.16,8555.01,-1.7674,-1313.7,3226.81,42.572,-89815.02,4.314,28.83,0,-1.7541,-1.665,3.062,-4.6052,-6.593,1,39.48,True
-2.9778,2777.27,6664.92,7812.26,2.16,7169.91,-1.7203,-1368.24,3646.05,36.5028,-90065.322,0.7636,5.864,1,-2.482,-0.6535,2.448,-4.51516,-6.9718,1,,True
-0.09003,2744.18,6916.92,7655.9,2.16,9275.31,-1.7378,-1560.94,3255.3,49.808,-89722.83,3.682,54.07,0,-2.79,-0.9025,0.9412,-4.47968,-9.374,0,36.36,False
-1.2444,1732.12,1860.36,6997.32,5.16,8503.41,-2.705,-1342.8,2968.15,39.628,-90134.43,1.3512,11.513,0,-1.563,-1.2727,5.258,-6.81,-6.0448,0,32.85,False
-0.456,2744.4,1795.17,7543.52,5.16,8834.61,-2.4942,-18.44,3220.62,43.382,-90093.72,3.162,4.4223,0,-2.939,-3.195,0.4818,-6.141,-6.5214,1,,False
-0.064491,2886.36,1528.74,7790.76,5.16,8592.51,-1.8969,-1445.6,3466.75,26.076,-90034.896,1.5794,5.019,0,-3.678,-0.6263,2.294,-5.0344,-7.986,1,30.51,False
-0.5367,2386.32,2478.42,7667.44,2.16,9263.28,-2.852,-1426.262,3355.85,42.466,-90038.307,1.131,5.893,1,-1.9844,-2.561,7.702,-5.2678,-6.3962,0,35.55,False
-0.4068,2418.52,4296.42,4688.92,5.16,8329.41,-3.028,-1365.92,3005.85,34.268,-90086.52,2.2224,12.891,0,-1.36921,-1.1323,9.316,-4.7132,-7.3768,1,,True
-1.5549,3110.42,2049.12,10132.92,2.16,7266.81,-1.8902,143.16,3240.71,26.106,-90057.579,3.722,11.311,0,-1.6061,-0.8646,0.42952,-5.551,-6.3168,1,,True
-0.5817,1238.12,1331.46,7585.12,2.16,5910.21,-2.2344,-1050.24,3062.85,38.4604,-89994.09,2.622,15.95,0,-2.455,-0.5644,1.5432,-5.6776,-5.8308,0,31.44,False
-0.0610794,2736.44,1573.419,8432.52,2.16,7621.11,-1.62199,-1238.2,3134.72,36.3788,-90070.401,2.55,9.403,0,-2.0551,-0.7302,2.2084,-6.592,-7.1988,0,,True
-1.3839,2640.22,2266.32,8848.32,2.16,9568.41,-1.58941,-1520.06,3376.55,25.964,-90819.33,2.024,11.409,0,-2.0047,-1.3418,2.836,-6.1286,-6.3418,0,37.65,True
-2.3916,2782.52,1717.71,7996.86,2.16,7856.61,-2.5026,251.56,2942.35,32.266,-90119.13,0.9432,35.25,0,-3.929,-0.8812,0.4606,-4.909,-8.504,1,,True
-0.15861,2796.4,1547.85,7084.52,5.16,9512.31,-2.921,-1469.44,3941.45,33.584,-90026.334,0.6692,12.841,1,-1.5568,-1.3148,3.304,-5.564,-9.324,1,36.3,False
-0.08016,2745.3,1392.39,6667.12,5.16,8558.31,-1.8661,-995.64,3182.21,35.8052,-90139.23,7.596,11.804,1,-1.5773,-1.473,1.2082,-6.2744,-8.55,0,,False
-1.17,2865.32,924.72,6875.52,5.16,8848.41,-3.921,-1211.14,4343.35,38.955,-90313.83,0.54638,23.26,1,-1.4061,-1.958,0.8556,-4.6172,-10.278,1,30.54,False
-0.6462,2380.02,2057.52,9382.72,5.16,12729.21,-1.66883,-1416.508,3151.86,45.188,-90026.358,2.884,16.62,0,-1.6398,-0.4151,3.68,-7.228,-7.0156,0,32.04,True
-0.066828,2882.63,1394.1,7661.24,5.16,8780.61,-2.1794,-1373.24,3752.75,31.23,-89985.9,0.8522,12.256,1,-2.2572,-1.489,2.0564,-5.8688,-9.61,0,,False
-5.088,2289.12,1980.12,8945.12,5.16,9204.852,-3.775,-1276.66,3146.41,26.584,-90395.73,3.692,21.17,1,-1.8394,-2.295,1.213,-5.9028,-6.4796,1,38.31,True
-0.0626847,2648.92,1755.99,8747.12,5.16,7355.31,-2.892,-1223.3,3049.05,38.0902,-90004.89,1.5954,34.31,0,-1.8304,-0.7057,2.2256,-4.6996,-6.593,0,,True
-0.33306,2633.42,1182.72,6334.92,2.16,10184.01,-2.852,-1349.28,2961.15,23.846,-90150.48,0.7206,7.109,0,-1.5401,-0.5036,1.3142,-5.627,-7.466,1,36.63,False
-2.814,2869.67,1627.71,7221.32,2.16,8764.41,-2.689,-1400.694,3965.35,32.798,-90028.233,0.728,14.64,1,-1.9515,-1.541,3.664,-12.758,-7.0916,0,,False
-0.9126,2033.32,2351.52,8104.12,2.16,9219.627,-2.0004,-1432.12,3180.34,29.32,-90085.5,2.0692,7.425,0,-1.4994,-1.616,1.7076,-6.526,-6.387,0,,False
-0.06019266,4079.12,2003.82,9472.12,5.16,7490.91,-2.0642,-1299.28,3275.13,38.7488,-88781.43,3.478,32.53,1,-1.6312,-0.8378,1.6576,-6.796,-5.6934,1,36.57,True
-2.4966,3047.22,1058.22,8688.92,2.16,9507.51,-1.728,-1599.32,3655.85,42.214,-90057.867,1.0614,12.356,0,-1.7288,-0.6666,0.9914,-4.6446,-6.4332,0,37.14,True
-0.13239,2543.72,1799.4,8617.52,2.16,9386.91,-2.4027,-1407.606,2874.05,35.3634,-90057.873,0.976,18.21,1,-2.0009,-2.135,1.3354,-8.752,-7.886,1,43.59,True
-0.4068,2805.36,1473.93,7650.86,2.16,9964.41,-1.7876,-1944.44,3365.75,36.089,-90131.64,1.8512,17.09,1,-2.347,-0.7733,0.5906,-5.1606,-10.276,1,,False
-0.4953,2890.76,1168.62,7755.1,2.16,8833.41,-1.9271,-1407.476,4233.35,28.558,-90154.83,0.6814,9.453,1,-2.07,-1.371,2.846,-5.2928,-10.398,0,30.72,False
-0.9693,3031.92,332.52,8618.92,5.16,8762.91,-2.2427,-1414.91,3307.04,22.19,-90470.43,4.232,16.53,1,-2.1328,-1.0737,2.33,-4.8564,-8.26,0,34.38,False
-1.533,2740.01,2727.72,10320.92,2.16,9224.811,-1.64868,-1353.94,2887.95,35.2728,-89819.94,1.1474,5.1702,1,-1.5136,-4.914,2.604,-4.5976,-11.432,0,37.26,True
-0.6129,2663.32,1536.3,6685.32,2.16,9844.71,-2.2334,-1268.62,1087.35,34.058,-90039.903,0.50584,15.42,1,-1.5536,-0.7572,1.1168,-5.6472,-9.982,1,,False
-2.115,2785.62,1050.42,9248.12,2.16,11702.91,-2.762,-1385.7,3072.65,50.676,-90001.68,0.7132,18.22,0,-1.7824,-0.4247,1.6026,-4.7268,-9.538,1,,True
-1.8531,2045.52,1713.03,11176.92,5.16,9194.067,-1.8319,-1277.54,2991.25,36.0512,-90089.16,2.544,12.088,0,-1.501,-0.8665,2.161,-12.888,-6.6702,0,,True
-2.7966,2819.599,3848.52,7874.24,2.16,8158.41,-2.613,-1290.3,3493.55,32.588,-90037.71,1.0082,35.36,1,-1.45,-0.8353,0.8474,-4.6084,-7.922,1,,True
-0.8787,2762.54,3745.02,9780.92,5.16,8787.21,-2.3275,-1279.08,3230.38,44.426,-89972.13,2.3468,10.687,0,-1.5298,-1.702,1.365,-4.8508,-8.124,0,35.7,True
-2.2473,2202.22,2701.62,7903.06,5.16,8664.21,-2.0524,-1214.88,3177.42,49.832,-90041.871,3.722,14.49,1,-2.09,-1.414,1.4078,-5.3024,-6.2302,0,,True
-0.15015,2707.32,-385.38,7547.12,5.16,8937.18,-3.12,-1321.98,3082.55,29.75,-90062.112,2.3456,11.515,1,-2.995,-3.521,5.512,-4.5486,-8.008,0,,False
-0.17388,2743.93,1006.92,5256.92,5.16,8274.21,-1.9802,-458.44,3123.1,37.0116,-90112.14,1.881,8.457,1,-1.4459,-1.1717,0.6496,-5.3238,-7.1676,1,,False
-0.5757,2614.22,1527.69,10532.92,2.16,9124.89,-1.8644,-1289.36,3100.05,48.914,-90082.359,2.0054,15.9,0,-1.4791,-3.894,2.2028,-4.8684,-6.784,0,36.78,False
-0.14259,2597.12,2384.52,8046.32,2.16,8968.95,-2.1293,-1127.84,3212.187,27.658,-90009.6,8.022,19.83,0,-1.7032,-1.512,0.469,-5.5908,-7.0092,1,36.75,False
-0.30723,2707.42,7117.92,7639.4,5.16,7976.91,-1.59653,-568.84,3082.25,43.768,-90020.55,2.546,21.1,0,-3.404,-1.405,0.907,-4.47862,-9.188,0,32.76,False
-0.0619473,2799.56,4849.92,8305.32,2.16,9074.37,-1.9291,-1658.44,3254.95,38.4236,-90032.616,5.99,9.523,0,-1.9963,-0.7269,0.8262,-4.71,-10.25,0,35.97,True
-0.065985,3025.72,1561.551,8023.34,5.16,8327.01,-3.748,-1382.96,3255.38,31.952,-90060.423,2.974,25.59,0,-4.009,-0.9421,6.08,-8.868,-6.454,0,,True
-0.28752,2693.62,1581.066,8531.52,2.16,8675.31,-2.933,-926.04,2987.15,37.4462,-89092.53,1.6108,15.7,0,-2.2754,-1.661,1.1334,-4.8192,-7.1246,1,,True
-0.069402,1562.12,1192.32,8190.12,2.16,9927.51,-2.729,-1405.974,3043.85,48.464,-90054.86,1.7744,13.825,1,-3.156,-1.0773,7.64,-5.5572,-5.922,1,,False
-0.068451,2519.72,1877.79,10744.92,2.16,5340.21,-2.0677,-826.04,3166.97,22.412,-90065.925,3.556,9.754,1,-1.5271,-0.5984,0.9194,-7.234,-6.0248,1,33.39,True
-0.088566,2655.22,1486.83,8204.52,5.16,6018.21,-2.0395,-1359.06,2998.35,34.13,-90047.25,1.8198,15.4,0,-3.238,-0.4968,7.7,-5.9452,-7.1324,0,,True
-0.0603504,2738.25,1814.28,7607.32,5.16,8820.81,-1.8559,-1243.92,3181.1,30.352,-90328.77,5.262,17.09,1,-1.4944,-1.766,1.6192,-9.306,-10.944,1,,True
-0.7443,3072.22,1780.26,8914.52,5.16,8575.41,-3.093,-1296.54,3277.92,44.648,-90078.102,3.146,32.35,0,-2.1321,-1.847,2.322,-6.602,-7.0122,1,31.26,False
-0.06011229,2860.37,1486.35,12648.92,5.16,9829.11,-2.0981,-1439,3300.1,37.1329,-90010.62,2.0358,6.964,1,-1.5119,-1.3038,7.092,-8.678,-7.2378,0,33.84,False
-0.20619,1537.12,2052.12,21932.92,5.16,9340.77,-2.2231,-1267.68,2680.65,27.368,-90066.558,1.3188,8.83,0,-1.34454,-1.395,1.9212,-6.0328,-6.247,0,,True
-1.6908,1497.12,4957.92,8514.92,2.16,9009.87,-1.9482,-1094.44,2919.75,49.772,-89990.61,0.6396,7.402,1,-2.1056,-4.051,1.1052,-4.6036,-5.73404,0,32.13,True
-4.476,-349.88,1476.42,7596.72,2.16,12092.91,-2.114,-688.24,3120.98,34.186,-89988.93,4.266,16.77,0,-3.091,-0.43819,0.442,-5.14,-5.827,1,34.35,False
-0.26955,2815.69,1759.83,6998.12,5.16,9276.09,-2.987,-1454.62,3348.45,45.756,-90067.626,2.836,5.554,0,-1.541,-3.782,5.812,-5.1814,-6.9764,1,,False
-1.95,2662.72,2262.12,7742.44,5.16,8244.21,-3.043,-1394.61,3229.41,40.044,-90067.305,8.002,6.123,0,-2.0503,-1.042,7.684,-5.7488,-6.1066,1,39.42,True
-3.072,371.12,6628.92,7737.12,2.16,8932.59,-2.901,-1326.2,3062.35,32.49,-90038.013,1.5148,5.236,0,-1.7823,-1.405,2.41,-4.47578,-5.7928,0,,False
-1.2468,2555.62,1477.2,8259.72,5.16,9974.91,-1.8822,-1475.74,3289.33,40.288,-90026.589,0.7708,11.796,0,-2.553,-0.9417,1.9802,-4.576,-6.4298,1,,False
-13.398,2801.35,1507.14,6935.72,2.16,9660.21,-1.61008,-1423.744,3444.95,37.8546,-90070.914,0.922,4.8563,0,-1.5989,-0.7842,5.918,-10.256,-10.234,1,35.22,False
-0.17226,2759.19,1698.18,8048.72,2.16,8448.51,-3.273,-1264.38,2999.65,34.64,-90139.05,1.3342,30.3,0,-3.697,-1.39,3.05,-5.7056,-7.974,1,34.2,True
-0.30357,3461.72,1113.12,7966.52,5.16,8871.51,-1.9802,-1478.96,3554.75,35.204,-91962.63,1.4906,5.942,0,-3.106,-0.5477,1.6282,-6.134,-6.263,0,,False
-1.1028,2138.02,1516.89,7580.52,5.16,8550.51,-2.1561,-1277.14,2950.45,24.326,-90122.1,1.3632,8.418,0,-2.0307,-0.7021,2.226,-6.548,-6.2746,0,31.23,False
-0.13032,2754.72,2083.32,7664.18,2.16,9990.51,-1.8378,-1843.04,3310.45,30.9,-89995.35,3.526,35.84,0,-1.9335,-1.0169,1.06,-6.0854,-8.978,0,31.98,False
-3.0354,2542.62,1571.577,6387.92,2.16,11051.01,-1.8057,-1363.74,2904.75,43.946,-90570.93,1.6074,16.77,1,-1.5039,-0.5258,3.188,-4.9396,-8.51,0,36.48,False
-7.029,1456.12,1894.92,9632.52,5.16,9265.17,-2.2641,-1283.84,2850.65,31.728,-90146.55,1.2026,8.471,0,-1.6129,-1.465,1.3392,-7.524,-6.0808,0,,True
-0.29853,2544.92,1972.02,8060.32,5.16,8733.81,-1.8149,-1280.4,2275.05,40.026,-90092.7,0.747,8.848,1,-3.459,-1.601,3.188,-6.896,-7.614,1,,True
-3.0084,2837.845,2106.72,11376.92,5.16,6997.71,-2.4683,-1325.38,3272.21,35.3886,-89869.41,0.5394,6.208,1,-1.522,-0.6227,2.822,-5.3212,-6.9688,1,38.31,False
-1.2177,2725.62,2227.02,7173.32,5.16,9434.13,-2.2041,-1799.24,3270.9,45.384,-90027.909,4.294,6.436,1,-1.8627,-1.597,0.8218,-5.301,-8.24,0,,True
-0.789,2847.52,2175.42,8161.12,2.16,6320.01,-3.28,-1399.554,4006.95,57.82,-90146.97,0.6288,18.78,0,-3.745,-0.5019,2.348,-6.1896,-9.202,1,39.63,True
-0.8058,1752.12,1165.62,8473.12,2.16,6644.91,-2.777,-1330.44,2957.55,38.8022,-90019.89,1.2726,20.13,0,-2.1934,-0.5245,4.41,-4.734,-5.7797,1,34.02,True
-1.7859,2878.83,2146.92,8458.12,5.16,8894.01,-2.69,71.96,3291.18,52.658,-90056.755,1.5638,14.86,0,-1.7125,-3.724,0.4446,-5.248,-7.996,0,,True
-3.369,2565.42,2154.72,8104.72,2.16,8898.51,-2.076,-1475.9,3340.75,33.888,-90008.79,2.392,34.01,1,-2.466,-0.531,2.604,-6.708,-6.1126,1,,True
-0.14991,1168.12,1621.11,7260.12,5.16,10669.41,-2.2621,-477.24,2997.25,41.86,-90058.002,1.91,10.526,0,-2.0259,-0.5366,0.37026,-6.404,-6.0642,1,36.21,True
-0.9159,3077.92,8122.92,12606.92,5.16,7468.71,-2.0321,-1239.32,3219.37,40.794,-90033.498,7.266,25.46,0,-1.4481,-0.9932,2.2234,-4.44312,-6.2274,1,,True
-0.09558,2757.43,1424.01,7733,5.16,9355.23,-2.3075,-1436.16,3312.15,43.7,-90269.37,0.6746,6.029,0,-3.049,-1.876,1.8932,-5.7884,-9.46,0,,False
-0.6369,2845.18,3025.32,8385.72,2.16,8850.51,-2.2049,-1422.714,3368.05,37.8488,-90352.41,1.6528,12.733,0,-2.925,-1.2397,1.1856,-5.0882,-8.024,1,39.33,True
-0.28989,2761.13,1757.73,8291.32,5.16,9358.95,-2.1247,-1464.78,3299.02,31.512,-90114.66,2.07,7.364,1,-2.363,-1.2765,2.456,-8.512,-8.02,1,,True
-0.3621,2793,2713.92,8154.52,2.16,9281.67,-2.4614,-1540.82,3264.12,24.034,-90034.122,4.118,31.06,1,-3.124,-3.065,1.6354,-5.112,-9.642,1,,True
-0.070932,2647.12,2250.72,8006.08,5.16,8704.41,-1.7885,-1114.24,3139.55,47.578,-90181.92,5.634,7.339,1,-5.118,-0.9168,1.1628,-6.33,-9.494,1,35.34,True
-0.069537,-940.88,1539.36,7597.12,5.16,9630.21,-2.679,-1349.12,2889.75,26.698,-89850.57,1.4736,22.68,0,-2.0134,-0.9982,2.698,-7.726,-5.77532,1,33.45,False
-1.863,2435.22,1718.61,7769.1,5.16,9593.31,-2.1796,-1391.55,3130.88,23.458,-89970.48,2.79,13.485,1,-3.788,-1.0929,1.5346,-7.534,-7.2892,1,45.36,True
-0.14484,1214.12,989.52,8018.4,5.16,9470.37,-1.7734,-1361.3,3068.95,38.502,-90042.189,3.04,11.416,1,-4.893,-0.9358,5.066,-5.238,-5.8702,0,31.5,False
-0.1146,2451.42,1960.62,8019.14,5.16,8911.86,-2.2034,-799.24,3092.15,41.298,-89980.86,1.666,8.926,1,-3.552,-2.417,0.715,-6.1796,-6.3608,0,40.62,True
-0.22674,2825.527,2370.42,7292.12,5.16,8753.91,-1.59068,-1395.966,3257.4,31.228,-89746.83,5.904,18.13,0,-2.484,-2.048,6.296,-5.3164,-11.884,0,,False
-1.9323,2311.12,1520.85,7820.25,2.16,9249.9,-1.66452,-1363.82,2887.95,26.684,-90048.624,1.2408,10.926,0,-4.036,-1.1012,4.204,-4.8504,-6.7002,0,36.45,False
-4.89,748.12,2276.22,7406.72,2.16,9317.67,-3.441,-1354.24,2721.55,61.32,-89992.62,1.3838,12.891,1,-2.563,-0.6847,4.314,-5.9218,-6.1372,0,,False
-2.6667,2863.74,1700.88,7776.88,5.16,8739.51,-2.625,-1251.66,3283.73,18.514,-90011.46,1.7952,4.6087,1,-5.152,-2.142,1.7892,-5.0968,-7.0988,1,35.79,False
-0.34743,2081.22,1868.85,7712.98,2.16,4881.21,-1.8463,-1311.8,2167.35,39.836,-90290.07,0.52642,16.28,1,-3.842,-0.4868,3.336,-5.5664,-6.1174,0,,False
-3.447,1445.12,1918.92,11694.92,2.16,9040.23,-3.384,-1351.02,3038.35,39.482,-89802.21,2.1878,9.048,1,-1.4453,-0.9942,3.492,-7.748,-6.066,0,,True
-0.2346,2630.02,1166.52,7731.78,2.16,9303.57,-3.35,-1377.64,3092.25,36.0088,-89998.02,1.9818,6.236,1,-2.423,-2.289,3.224,-5.2036,-7.966,1,35.55,False
-0.6714,2880.51,1532.85,7581.92,5.16,8984.61,-4.27,-1439.38,4431.35,26.932,-89950.8,0.53742,6.668,1,-1.4235,-0.7814,1.5584,-6.46,-6.3114,0,32.76,False
-0.23019,2928.72,1806.81,8026.14,5.16,5289.21,-2.248,-955.04,3251.77,27.842,-90152.31,2.2742,6.909,1,-2.587,-0.6725,1.0828,-7.086,-7.094,1,,True
-0.11331,1847.32,2206.62,9450.92,5.16,4803.21,-1.8854,-1226.64,2975.45,40.348,-90038.259,2.664,5.59,1,-1.7201,-0.4702,2.812,-5.747,-6.3196,0,30.69,True
-0.09456,2823.169,1502.4,10584.92,5.16,9853.41,-2.987,-1417.032,3222.4,51.606,-90046.785,6.02,17.69,1,-1.6021,-0.5587,3.628,-5.2594,-7.604,0,35.76,True
-0.783,2442.32,1423.56,7640.34,5.16,9435.45,-1.65047,-1371.12,3137.06,39.0208,-90079.524,3.324,22.39,1,-2.0057,-1.636,1.888,-5.107,-7.0944,1,33.72,False
-0.6939,2829.521,2350.92,7740.52,5.16,8724.21,-3.771,-1390.88,4096.35,17.1,-90051.644,0.5988,4.9923,1,-4.858,-1.615,4.858,-4.944,-7.56,1,32.31,True
-0.9432,2590.12,1475.04,12956.92,2.16,8345.31,-2.5106,-1251.78,3031.55,40.468,-90141.99,1.0256,7.503,0,-1.36495,-1.0302,2.2166,-5.6818,-5.9766,0,,True
-7.785,2748.05,1083.42,8196.12,2.16,9299.34,-2.2957,-1243.32,2687.45,19.85,-90186.15,0.52196,25.97,0,-2.843,-0.9148,0.7494,-4.43502,-8.456,0,,True
-7.2,1105.12,1932.42,7799.36,5.16,8497.41,-2.3793,-840.44,3178.15,40.424,-90141.06,7.344,16.11,1,-3.679,-1.0702,0.7122,-7.292,-5.9088,0,37.32,True
-0.4545,2823.499,1743.54,12518.92,2.16,8560.11,-1.8016,-949.64,3151.5,34.82,-90093.9,2.872,11.054,1,-1.38508,-2.17,1.3138,-6.2848,-11.946,1,33.81,False
-0.09306,790.12,3010.92,11962.92,5.16,10712.91,-3.013,-1376.66,3085.15,34.59,-90056.153,1.2522,4.7292,0,-1.4043,-0.41129,1.0106,-5.0292,-5.828,1,,True
-2.7321,2778.6,2422.92,8064.92,2.16,10381.41,-2.0576,-1555.7,3237.78,42.632,-90145.32,8.02,8.979,0,-4.107,-0.5426,1.533,-5.3912,-7.95,1,,True
-1.0185,2784.08,1443.39,9639.32,2.16,10260.51,-2.1306,-1251.92,3147.67,39.68,-88045.23,4.172,42.42,0,-1.652,-0.6794,0.8494,-7.718,-14.256,0,37.53,True
-2.1849,2133.12,4118.52,11544.92,2.16,9330.84,-3.121,-1476,3534.85,48.25,-90090.78,1.1828,13.444,1,-1.4087,-0.4569,2.856,-4.8282,-5.75174,1,34.32,True
-0.0608085,2741.84,1961.82,7023.72,2.16,8952.12,-2.966,-1357.04,3277.52,41.51,-90075.714,4.112,6.712,0,-1.5038,-2.776,1.0454,-6.91,-5.7474,0,33.75,False
-0.18873,1452.12,2221.92,8366.12,2.16,9339.33,-2.4287,-1408.228,3033.45,24.96,-90144.96,1.464,10.212,1,-2.375,-2.2,2.946,-6.2168,-6.0648,1,,True
-0.20955,2810.97,1742.58,8202.32,2.16,9349.26,-1.9194,-1552.3,4074.35,37.7834,-90105.06,0.5604,4.549,1,-3.229,-1.1614,1.0284,-8.248,-9.37,0,36.81,True
